Record Number,Fiscal Year,Department Name,Sub-Unit of Department,EEO Category Name,Reason,Employee Status,Pay Plan,Pay Grade,Classification Title,Separation Date,Pay Period End Date,Current Fiscal Year
13635,2013,"Human Services, Department of",Toledo Juvenile Home,Official/Administrator,Retirement,Permanent (Nonmerit),000,42(-6.0),INSTITUTIONAL SUPERINTENDENT,03/01/2013,03/14/2013,false
13636,2013,"Human Services, Department of",Toledo Juvenile Home,Official/Administrator,Voluntary Resignation,Permanent (Merit),000,31,TREATMENT SERVICES DIRECTOR,03/01/2013,03/14/2013,false
13638,2013,"Human Services, Department of",Glenwood,Technician,Retirement,Permanent (Merit),014,19,MEDICAL LABORATORY TECHNICIAN,03/01/2013,03/14/2013,false
13637,2013,"Human Services, Department of",Glenwood,Professional,Voluntary Resignation,Permanent (Merit),014,29,INFO TECH SPECIALIST 3,03/01/2013,03/14/2013,false
13640,2013,"Public Health, Department of",,Professional,Voluntary Resignation,Permanent (Merit),014,29,PROGRAM PLANNER 3,03/01/2013,03/14/2013,false
13641,2013,"Public Safety, Department of",,Protective Services - Sworn,Retirement,Permanent (Nonmerit),007,79,TROOPER 3,03/01/2013,03/14/2013,false
13642,2013,"Public Safety, Department of",,Protective Services - Sworn,Retirement,Permanent (Nonmerit),007,32,SPECIAL AGENT 2,03/01/2013,03/14/2013,false
13643,2013,Iowa Veterans Home,,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),014,15,LAUNDRY WORKER 1,03/01/2013,03/14/2013,false
13644,2013,"Corrections, Department of",Newton,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,03/04/2013,03/14/2013,false
13645,2013,"Human Services, Department of",Field Operations,Professional,Voluntary Resignation,Permanent (Merit),009,25,SOCIAL WORKER 2,03/05/2013,03/14/2013,false
13646,2013,Iowa Veterans Home,,Technician,Involuntary Dismissal,Permanent (Merit),014,17,THERAPEUTIC TECHNICIAN,03/05/2013,03/14/2013,false
13647,2013,Iowa Veterans Home,,Service/Maintenance,Abandoned Job,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,03/05/2013,03/14/2013,false
13648,2013,"Human Services, Department of",Field Operations,Professional,Voluntary Resignation,Permanent (Merit),009,27,SOCIAL WORKER 3,03/06/2013,03/14/2013,false
13649,2013,"Human Services, Department of",Glenwood,Service/Maintenance,Disability/Medical,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,03/06/2013,03/14/2013,false
13650,2013,"Revenue, Department of",,Official/Administrator,Retirement,Permanent (Nonmerit),000,41,PUBLIC SERVICE EXECUTIVE 5,03/06/2013,03/14/2013,false
13651,2013,"Corrections, Department of",Newton,Professional,Voluntary Resignation,Probationary (Merit),014,30,REGISTERED NURSE,03/07/2013,03/14/2013,false
13652,2013,"Human Services, Department of",Toledo Juvenile Home,Administrative Support,Voluntary Resignation,Permanent (Merit),000,20,SECRETARY 2,03/07/2013,03/14/2013,false
13653,2013,"Human Services, Department of",Woodward,Service/Maintenance,Involuntary Dismissal,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,03/07/2013,03/14/2013,false
13654,2013,"Public Safety, Department of",,Official/Administrator,Retirement,Permanent (Nonmerit),000,38,MAJOR,03/07/2013,03/14/2013,false
13655,2013,"Administrative Services, Department of",,Technician,Retirement,Permanent (Merit),000,22,HR TECHNICAL SPEC,03/08/2013,03/14/2013,false
13656,2013,"Cultural Affairs, Department of",,Professional,Voluntary Resignation,Permanent (Nonmerit),014,28,ARTS PROGRAMMER 3,03/08/2013,03/14/2013,false
13657,2013,Iowa Workforce Development,,Professional,Retirement,Permanent (Merit),014,26,INVESTIGATOR 2,03/08/2013,03/14/2013,false
13658,2013,"Human Services, Department of",Toledo Juvenile Home,Protective Services - Sworn,Involuntary Resignation,Permanent (Merit),014,19,YOUTH SERVICES WORKER,03/08/2013,03/14/2013,false
13659,2013,"Inspections & Appeals, Department of",,Professional,Voluntary Resignation,Probationary (Merit),000,30,COMMUNITY HEALTH CONSULTANT,03/08/2013,03/14/2013,false
13660,2013,"Public Health, Department of",,Administrative Support,Voluntary Resignation,Permanent (Merit),014,17,SECRETARY 1,03/08/2013,03/14/2013,false
13661,2013,"Corrections, Department of",Anamosa,Protective Services - Sworn,Involuntary Dismissal,Permanent (Merit),014,25,SENIOR CORRECTIONAL OFFICER,03/11/2013,03/14/2013,false
13662,2013,"Corrections, Department of",Oakdale,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,03/11/2013,03/14/2013,false
13665,2013,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,03/11/2013,03/14/2013,false
13663,2013,Iowa Veterans Home,,Technician,Voluntary Resignation,Permanent (Merit),014,26,LICENSED PRACTICAL NURSE,03/11/2013,03/14/2013,false
13664,2013,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,03/11/2013,03/14/2013,false
13666,2013,"Corrections, Department of",Oakdale,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,23,CORRECTIONAL OFFICER,03/12/2013,03/14/2013,false
13667,2013,"Human Services, Department of",Field Operations,Professional,Involuntary Dismissal,Permanent (Merit),009,27,SOCIAL WORKER 3,03/12/2013,03/14/2013,false
13668,2013,Iowa Lottery Authority,,Professional,Involuntary Dismissal,Permanent (Merit),014,21,INFO SPECIALIST 1,03/12/2013,03/14/2013,false
13669,2013,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,03/12/2013,03/14/2013,false
13670,2013,"Corrections, Department of",Mt Pleasant,Protective Services - Sworn,Involuntary Dismissal,Permanent (Merit),014,23,CORRECTIONAL OFFICER,03/13/2013,03/14/2013,false
13671,2013,"Corrections, Department of",Fort Dodge,Protective Services - Sworn,Involuntary Dismissal,Permanent (Merit),014,23,CORRECTIONAL OFFICER,03/13/2013,03/14/2013,false
13672,2013,Treasurer of State,,Professional,Involuntary Dismissal,Probationary (Nonmerit),000,21,ADMIN ASSISTANT 1,03/13/2013,03/14/2013,false
13674,2013,Iowa Veterans Home,,Technician,Voluntary Resignation,Permanent (Merit),014,26,LICENSED PRACTICAL NURSE,03/13/2013,03/14/2013,false
13673,2013,Iowa Veterans Home,,Technician,Involuntary Dismissal,Probationary (Merit),014,26,LICENSED PRACTICAL NURSE,03/13/2013,03/14/2013,false
13675,2013,Agriculture and Land Stewardship,,Official/Administrator,Involuntary Dismissal,Probationary (Merit),000,32,PUBLIC SERVICE EXECUTIVE 2,03/14/2013,03/14/2013,false
13676,2013,"Corrections, Department of",Clarinda,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,03/14/2013,03/14/2013,false
13677,2013,"Corrections, Department of",Fort Dodge,Professional,Voluntary Resignation,Permanent (Merit),014,32,PSYCHOLOGIST 3,03/14/2013,03/14/2013,false
13678,2013,"Human Services, Department of",Field Operations,Technician,Retirement,Permanent (Merit),009,24,INCOME MAINT WORKER 2,03/14/2013,03/14/2013,false
13679,2013,"Human Services, Department of",Toledo Juvenile Home,Protective Services - Sworn,Disability/Medical,Permanent (Merit),014,19,YOUTH SERVICES WORKER,03/14/2013,03/14/2013,false
13680,2013,"Human Services, Department of",Toledo Juvenile Home,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,19,YOUTH SERVICES WORKER,03/14/2013,03/14/2013,false
13681,2013,"Human Services, Department of",Woodward,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,03/14/2013,03/14/2013,false
13683,2013,"Natural Resources, Department of",,Official/Administrator,Retirement,Permanent (Merit),014,32,EXEC OFF 2,03/14/2013,03/14/2013,false
13684,2013,"Natural Resources, Department of",,Administrative Support,Retirement,Permanent (Merit),014,20,SECRETARY 2,03/14/2013,03/14/2013,false
13685,2013,"Public Defense, Department of",,Professional,Voluntary Resignation,Permanent (Merit),014,29,PROGRAM PLANNER 3,03/14/2013,03/14/2013,false
13686,2013,"Public Safety, Department of",,Protective Services - Sworn,Retirement,Permanent (Nonmerit),000,35,SPECIAL AGENT IN CHARGE,03/14/2013,03/14/2013,false
13687,2013,"Revenue, Department of",,Professional,Retirement,Permanent (Merit),014,30,PROPERTY APPRAISER 3,03/14/2013,03/14/2013,false
13688,2013,"Corrections, Department of",Fort Madison,Skilled Craft,Voluntary Resignation,Permanent (Merit),014,23+13.5%,CORRECTIONAL TRADES LEADER,03/15/2013,03/28/2013,false
13689,2013,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Involuntary Dismissal,Permanent (Merit),014,23,CORRECTIONAL OFFICER,03/15/2013,03/28/2013,false
13690,2013,"Human Services, Department of",Glenwood,Service/Maintenance,Retirement,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,03/15/2013,03/28/2013,false
13691,2013,"Natural Resources, Department of",,Professional,Retirement,Permanent (Merit),014,26,INFO TECH SPECIALIST 2,03/15/2013,03/28/2013,false
13692,2013,"Public Safety, Department of",,Administrative Support,Voluntary Resignation,Permanent (Merit),014,22,COMMUNICATIONS CENTER SPEC 2,03/15/2013,03/28/2013,false
13693,2013,Iowa Veterans Home,,Technician,Retirement,Permanent (Merit),014,26,LICENSED PRACTICAL NURSE,03/16/2013,03/28/2013,false
13694,2013,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Retirement,Permanent (Merit),000,27,CORRECTIONAL SUPERVISOR 1,03/17/2013,03/28/2013,false
13695,2013,"Commerce, Department of",Alcoholic Beverages,Service/Maintenance,Involuntary Dismissal,Probationary (Merit),014,18+13.5%,TRANSPORT DRIVER,03/18/2013,03/28/2013,false
13696,2013,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,03/18/2013,03/28/2013,false
13697,2013,Iowa Veterans Home,,Service/Maintenance,Involuntary Dismissal,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,03/18/2013,03/28/2013,false
13698,2013,Attorney General,,Professional,Voluntary Resignation,Permanent (Nonmerit),000,29,ASST ATTORNEY GENERAL 1,03/19/2013,03/28/2013,false
13699,2013,"Corrections, Department of",Oakdale,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,25,SENIOR CORRECTIONAL OFFICER,03/19/2013,03/28/2013,false
13700,2013,"Corrections, Department of",Rockwell City,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,03/19/2013,03/28/2013,false
13701,2013,"Human Services, Department of",Woodward,Service/Maintenance,Retirement,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,03/19/2013,03/28/2013,false
13702,2013,Agriculture and Land Stewardship,,Technician,Voluntary Resignation,Permanent (Merit),014,21,MEAT INSPECTOR,03/20/2013,03/28/2013,false
13703,2013,"Human Services, Department of",Cherokee CCUSO,Protective Services - Sworn,Involuntary Dismissal,Permanent (Merit),014,23,PSYCHIATRIC SECURITY SPECIALIST,03/20/2013,03/28/2013,false
13704,2013,"Human Services, Department of",Glenwood,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),000,24,RESIDENT TREATMENT SUPERVISOR,03/20/2013,03/28/2013,false
13705,2013,"Human Services, Department of",Woodward,Service/Maintenance,Involuntary Dismissal,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,03/20/2013,03/28/2013,false
13706,2013,"Revenue, Department of",,Technician,Retirement,Permanent (Merit),000,24,HUMAN RESOURCES ASSOCIATE,03/20/2013,03/28/2013,false
13707,2013,Iowa Veterans Home,,Professional,Involuntary Dismissal,Permanent (Merit),014,30,REGISTERED NURSE,03/20/2013,03/28/2013,false
13708,2013,"Corrections, Department of",Newton,Professional,Involuntary Dismissal,Permanent (Merit),009,28,CORRECTIONAL COUNSELOR,03/21/2013,03/28/2013,false
13709,2013,"Corrections, Department of",Mt Pleasant,Protective Services - Sworn,Death,Permanent (Merit),014,23,CORRECTIONAL OFFICER,03/21/2013,03/28/2013,false
13710,2013,"Human Services, Department of",Field Operations,Technician,Voluntary Resignation,Permanent (Merit),009,24,INCOME MAINT WORKER 2,03/21/2013,03/28/2013,false
13711,2013,"Human Services, Department of",Cherokee CCUSO,Official/Administrator,Voluntary Resignation,Probationary (Merit),000,35,PSYCHOLOGY ADMINISTRATOR,03/21/2013,03/28/2013,false
13712,2013,"Human Services, Department of",Clarinda,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,03/21/2013,03/28/2013,false
13713,2013,"Corrections, Department of",Anamosa,Official/Administrator,Retirement,Permanent (Merit),000,35,NURSING SERVICES DIRECTOR,03/22/2013,03/28/2013,false
13715,2013,"Human Services, Department of",Field Operations,Administrative Support,Voluntary Resignation,Permanent (Merit),014,18,CLERK-SPECIALIST,03/22/2013,03/28/2013,false
13714,2013,"Human Services, Department of",Field Operations,Professional,Voluntary Resignation,Probationary (Merit),009,25,SOCIAL WORKER 2,03/22/2013,03/28/2013,false
13716,2013,"Human Services, Department of",Glenwood,Technician,Voluntary Resignation,Permanent (Merit),014,26,LICENSED PRACTICAL NURSE,03/25/2013,03/28/2013,false
13717,2013,"Human Services, Department of",Woodward,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,03/25/2013,03/28/2013,false
13718,2013,"Corrections, Department of",Oakdale,Protective Services - Sworn,Involuntary Dismissal,Permanent (Merit),014,23,CORRECTIONAL OFFICER,03/26/2013,03/28/2013,false
13719,2013,Iowa Veterans Home,,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,03/26/2013,03/28/2013,false
13720,2013,"Human Services, Department of",Woodward,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,03/27/2013,03/28/2013,false
13721,2013,"Administrative Services, Department of",,Professional,Voluntary Resignation,Permanent (Nonmerit),000,32(-3.0),HR PROFESSIONAL 2,03/28/2013,03/28/2013,false
13722,2013,Attorney General,Consumer Advocate,Professional,Retirement,Permanent (Merit),014,36,UTILITY SPECIALIST,03/28/2013,03/28/2013,false
13725,2013,"Corrections, Department of",Oakdale,Protective Services - Sworn,Involuntary Dismissal,Permanent (Merit),014,23,CORRECTIONAL OFFICER,03/28/2013,03/28/2013,false
13723,2013,"Corrections, Department of",Oakdale,Professional,Involuntary Resignation,Permanent (Merit),014,30,REGISTERED NURSE,03/28/2013,03/28/2013,false
13724,2013,"Corrections, Department of",Oakdale,Professional,Retirement,Permanent (Merit),000,40,DENTIST,03/28/2013,03/28/2013,false
13726,2013,"Corrections, Department of",Newton,Protective Services - Sworn,Retirement,Permanent (Merit),014,23,CORRECTIONAL OFFICER,03/28/2013,03/28/2013,false
13727,2013,"Corrections, Department of",Fort Dodge,Official/Administrator,Retirement,Permanent (Merit),000,36,DEPUTY SUPERINTENDENT,03/28/2013,03/28/2013,false
13728,2013,"Education, Department of",,Technician,Retirement,Permanent (Merit),014,23,ACCOUNTING TECHNICIAN 3,03/28/2013,03/28/2013,false
13729,2013,"Education, Department of",Vocational Rehabilitation,Administrative Support,Retirement,Permanent (Merit),014,19,ACCOUNTING CLERK 3,03/28/2013,03/28/2013,false
13730,2013,"Human Services, Department of",Field Operations,Administrative Support,Retirement,Permanent (Merit),014,15,TYPIST-ADVANCED,03/28/2013,03/28/2013,false
13731,2013,"Human Services, Department of",Cherokee CCUSO,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,PSYCHIATRIC SECURITY SPECIALIST,03/28/2013,03/28/2013,false
13732,2013,"Human Services, Department of",Independence,Service/Maintenance,Retirement,Permanent (Merit),014,22,RESIDENT TREATMENT TECHNICIAN,03/28/2013,03/28/2013,false
13737,2013,"Natural Resources, Department of",,Professional,Retirement,Permanent (Merit),009,28,NATURAL RESOURCES BIOLOGIST,03/28/2013,03/28/2013,false
13738,2013,"Public Defense, Department of",,Skilled Craft,Retirement,Permanent (Merit),014,23+13.5%,HVAC TECHNICIAN,03/28/2013,03/28/2013,false
13739,2013,Homeland Security and Emergency Management,,Professional,Death,Permanent (Merit),014,27,DISASTER PROJECT SPECIALIST 1,03/28/2013,03/28/2013,false
13740,2013,"Public Health, Department of",,Professional,Voluntary Resignation,Permanent (Merit),014,24,ADMIN ASSISTANT 2,03/28/2013,03/28/2013,false
13741,2013,Iowa Veterans Home,,Service/Maintenance,Retirement,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,03/28/2013,03/28/2013,false
13742,2013,Agriculture and Land Stewardship,,Administrative Support,Retirement,Permanent (Merit),014,20,SECRETARY 2,03/29/2013,04/11/2013,false
13743,2013,Agriculture and Land Stewardship,,Professional,Retirement,Permanent (Merit),009,27,CHEMIST,03/29/2013,04/11/2013,false
13745,2013,"Corrections, Department of",Fort Madison,Official/Administrator,Retirement,Permanent (Merit),000,31,TREATMENT SERVICES DIRECTOR,03/29/2013,04/11/2013,false
13744,2013,"Corrections, Department of",Fort Madison,Skilled Craft,Involuntary Dismissal,Permanent (Merit),014,23+13.5%,CORRECTIONAL TRADES LEADER,03/29/2013,04/11/2013,false
13746,2013,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Retirement,Permanent (Merit),014,23,CORRECTIONAL OFFICER,03/29/2013,04/11/2013,false
13751,2013,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Retirement,Permanent (Merit),014,25,SENIOR CORRECTIONAL OFFICER,03/29/2013,04/11/2013,false
13750,2013,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Disability/Medical,Permanent (Merit),014,25,SENIOR CORRECTIONAL OFFICER,03/29/2013,04/11/2013,false
13749,2013,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Retirement,Permanent (Merit),014,23,CORRECTIONAL OFFICER,03/29/2013,04/11/2013,false
13748,2013,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Retirement,Permanent (Merit),014,23,CORRECTIONAL OFFICER,03/29/2013,04/11/2013,false
13747,2013,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Retirement,Permanent (Merit),014,23,CORRECTIONAL OFFICER,03/29/2013,04/11/2013,false
