Record Number,Fiscal Year,Department Name,Sub-Unit of Department,Reason,Employee Status,Pay Plan,Pay Grade,Classification Title,Separation Date,Pay Period End Date,Current Fiscal Year,Separation Year,Recent Layoff,Voluntary/Involuntary,Employee Status Encoded,EEO_EEO Category Name_Administrative Support,EEO_EEO Category Name_Official/Administrator,EEO_EEO Category Name_Professional,EEO_EEO Category Name_Protective Services - Sworn,EEO_EEO Category Name_Service/Maintenance,EEO_EEO Category Name_Skilled Craft,EEO_EEO Category Name_Technician,EEO_EEO Category Name_nan
17828,2016,"Education, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),013,32.0,EDUCATION PROGRAM CONSULTANT,2015-11-12,2015-11-19,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17829,2016,"Administrative Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),000,24.0,HR PROFESSIONAL 1,2015-11-13,2015-11-19,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17830,2016,"Education, Department of",Vocational Rehabilitation,Involuntary Dismissal,Probationary (Nonmerit),009,28.0,REHABILITATION COUNSELOR,2015-11-13,2015-11-19,False,2015,False,Involuntary,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17831,2016,Iowa Workforce Development,Field Operations,Involuntary Dismissal,Probationary (Merit),014,24.0,WORKFORCE ADVISOR,2015-11-13,2015-11-19,False,2015,False,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17832,2016,Iowa Workforce Development,Field Operations,Voluntary Resignation,Permanent (Merit),014,26.0,LABOR MARKET RESEARCH ECON 2,2015-11-13,2015-11-19,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17833,2016,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,27.0,SOCIAL WORKER 3,2015-11-13,2015-11-19,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17834,2016,"Human Services, Department of",Glenwood,Abandoned Job,Permanent (Merit),014,24.0,PLUMBER 1,2015-11-13,2015-11-19,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17836,2016,"Natural Resources, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,27.0,ENVIRONMENTAL SPECIALIST,2015-11-13,2015-11-19,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17837,2016,"Human Services, Department of",Glenwood,Voluntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2015-11-14,2015-11-19,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17838,2016,"Human Services, Department of",Cherokee,Disability/Medical,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2015-11-15,2015-11-19,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17839,2016,"Commerce, Department of",Alcoholic Beverages,Retirement,Permanent (Merit),014,24.0,TRANSPORT DRIVER,2015-11-16,2015-11-19,False,2015,False,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17840,2016,"Education, Department of",Field Operations,Retirement,Permanent (Merit),014,17.0,SECRETARY 1,2015-11-16,2015-11-19,False,2015,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17841,2016,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2015-11-16,2015-11-19,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17842,2016,"Human Services, Department of",Woodward,Voluntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2015-11-17,2015-11-19,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17843,2016,"Revenue, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,23.0,REVENUE AGENT 2,2015-11-17,2015-11-19,False,2015,False,Involuntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17844,2016,Governor/Lt. Governor's Office,Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,21.0,ADMIN ASSISTANT 1,2015-11-18,2015-11-19,False,2015,False,Involuntary,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17845,2016,"Public Defense, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,21.0,AIR BASE SECURITY OFFICER,2015-11-18,2015-11-19,False,2015,False,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17846,2016,"Corrections, Department of",Rockwell City,Voluntary Resignation,Permanent (Merit),014,24.0,CORRECTIONAL FOOD SERVICE COORD,2015-11-19,2015-11-19,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17847,2016,Economic Development Authority,Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,41.0,EXEC OFF 5,2015-11-19,2015-11-19,False,2015,False,Involuntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17848,2016,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),009,24.0,INCOME MAINT WORKER 2,2015-11-19,2015-11-19,False,2015,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17849,2016,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,17.0,ACCOUNTING CLERK 2,2015-11-19,2015-11-19,False,2015,False,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17850,2016,"Human Services, Department of",Independence,Voluntary Resignation,Permanent (Merit),014,19.0,YOUTH SERVICES WORKER,2015-11-19,2015-11-19,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17851,2016,"Public Defense, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,13.0,CUSTODIAL WORKER,2015-11-19,2015-11-19,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17852,2016,"Corrections, Department of",Fort Dodge,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2015-11-20,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17853,2016,"Education, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,22.0,ACCOUNTANT/AUDITOR 1,2015-11-20,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17854,2016,Iowa Workforce Development,Field Operations,Involuntary Dismissal,Probationary (Merit),014,24.0,WORKFORCE ADVISOR,2015-11-20,2015-12-03,False,2015,False,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17856,2016,"Human Services, Department of",Independence,Involuntary Dismissal,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2015-11-20,2015-12-03,False,2015,False,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17858,2016,"Human Services, Department of",Glenwood,Involuntary Dismissal,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2015-11-20,2015-12-03,False,2015,False,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17857,2016,"Human Services, Department of",Glenwood,Voluntary Resignation,Permanent (Merit),014,26.0,LICENSED PRACTICAL NURSE,2015-11-20,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17859,2016,"Inspections & Appeals, Department of",Field Operations,Disability/Medical,Permanent (Merit),014,31.0,HEALTH FACILITIES SURVEYOR,2015-11-20,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17860,2016,IPERS,Field Operations,Voluntary Resignation,Permanent (Merit),014,35.0,INFO TECH SPECIALIST 5,2015-11-21,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17861,2016,"Human Services, Department of",Independence,Voluntary Resignation,Permanent (Merit),014,14.0,RECEPTIONIST,2015-11-22,2015-12-03,False,2015,False,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17862,2016,"Corrections, Department of",Clarinda,Voluntary Resignation,Probationary (Merit),014,23.0,CORRECTIONAL OFFICER,2015-11-23,2015-12-03,False,2015,False,Involuntary,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17863,2016,"Human Services, Department of",Glenwood,Voluntary Resignation,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2015-11-23,2015-12-03,False,2015,False,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17864,2016,"Human Services, Department of",Glenwood,Voluntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2015-11-24,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17865,2016,"Human Services, Department of",Glenwood,Involuntary Dismissal,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2015-11-24,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17866,2016,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,35.0,PUBLIC SERVICE EXECUTIVE 3,2015-11-24,2015-12-03,False,2015,False,Involuntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17867,2016,Auditor of State,Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,29.0,ASST AUDITOR 2,2015-11-25,2015-12-03,False,2015,False,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17868,2016,"Education, Department of",Vocational Rehabilitation,Voluntary Resignation,Probationary (Nonmerit),009,28.0,REHABILITATION COUNSELOR,2015-11-25,2015-12-03,False,2015,False,Involuntary,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17869,2016,"Human Services, Department of",General Administration,Voluntary Resignation,Permanent (Merit),014,30.0,MANAGEMENT ANALYST 3,2015-11-25,2015-12-03,False,2015,False,Involuntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17870,2016,"Human Services, Department of",Cherokee CCUSO,Disability/Medical,Permanent (Merit),014,23.0,PSYCHIATRIC SECURITY SPECIALIST,2015-11-25,2015-12-03,False,2015,False,Involuntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17871,2016,"Human Services, Department of",Independence,Voluntary Resignation,Probationary (Merit),014,30.0,REGISTERED NURSE,2015-11-25,2015-12-03,False,2015,False,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17873,2016,"Corrections, Department of",Oakdale,Voluntary Resignation,Permanent (Merit),014,26.0,LICENSED PRACTICAL NURSE,2015-11-27,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17874,2016,"Corrections, Department of",Newton,Retirement,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2015-11-27,2015-12-03,False,2015,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17875,2016,"Human Services, Department of",Woodward,Voluntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2015-11-29,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17876,2016,"Corrections, Department of",Oakdale,Voluntary Resignation,Permanent (Merit),014,13.0,CUSTODIAL WORKER,2015-11-30,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17877,2016,"Corrections, Department of",Mt Pleasant,Retirement,Permanent (Merit),014,17.0,SECRETARY 1,2015-11-30,2015-12-03,False,2015,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17878,2016,Iowa Finance Authority,Field Operations,Voluntary Resignation,Permanent (Nonmerit),014,33.0,ATTORNEY 2,2015-11-30,2015-12-03,False,2015,False,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17879,2016,"Education, Department of",Vocational Rehabilitation,Voluntary Resignation,Probationary (Merit),009,23.0,REHABILITATION ASSOCIATE,2015-11-30,2015-12-03,False,2015,False,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17880,2016,Iowa Workforce Development,Field Operations,Retirement,Permanent (Merit),014,26.0,LABOR MARKET RESEARCH ECON 2,2015-11-30,2015-12-03,False,2015,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17881,2016,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),009,24.0,INCOME MAINT WORKER 2,2015-11-30,2015-12-03,False,2015,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17883,2016,"Human Services, Department of",Independence,Voluntary Resignation,Permanent (Merit),014,16.0,LABORATORY ASSISTANT 2,2015-11-30,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17884,2016,"Human Services, Department of",Glenwood,Voluntary Resignation,Permanent (Merit),014,18.0,ACTIVITIES AIDE,2015-11-30,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17885,2016,"Human Services, Department of",Glenwood,Retirement,Permanent (Merit),014,17.0,VEHICLE DISPATCHER,2015-11-30,2015-12-03,False,2015,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17886,2016,"Parole, Board of",Field Operations,Retirement,Permanent (Merit),014,38.0,ADMIN LAW JUDGE 2,2015-11-30,2015-12-03,False,2015,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17887,2016,Iowa Veterans Home,Field Operations,Disability/Medical,Permanent (Merit),009,27.0,SOCIAL WORKER 3,2015-11-30,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17888,2016,"Commerce, Department of",Insurance Division,Voluntary Resignation,Permanent (Merit),014,26.0,INSURANCE CLAIMS INVESTIGATOR,2015-12-01,2015-12-03,False,2015,False,Involuntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17889,2016,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,27.0,SOCIAL WORKER 3,2015-12-01,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17890,2016,"Human Services, Department of",Glenwood,Involuntary Dismissal,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2015-12-01,2015-12-03,False,2015,False,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17891,2016,"Public Defense, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,24.0,ELECTRICIAN,2015-12-01,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17893,2016,"Public Health, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),013,30.0,COMMUNITY HEALTH CONSULTANT,2015-12-02,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17894,2016,Auditor of State,Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,20.0,SECRETARY 2,2015-12-03,2015-12-03,False,2015,False,Involuntary,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17895,2016,"Commerce, Department of",Insurance Division,Retirement,Permanent (Merit),014,32.0,COMPLIANCE OFFICER 2,2015-12-03,2015-12-03,False,2015,False,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17896,2016,"Corrections, Department of",Mt Pleasant,Voluntary Resignation,Permanent (Merit),014,30.0,REGISTERED NURSE,2015-12-03,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17897,2016,"Corrections, Department of",Clarinda,Voluntary Resignation,Permanent (Merit),014,30.0,REGISTERED NURSE,2015-12-03,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17898,2016,"Education, Department of",Vocational Rehabilitation,Voluntary Resignation,Permanent (Merit),009,27.0,DISABILITY EXAMINER,2015-12-03,2015-12-03,False,2015,False,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17900,2016,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,24.0,INCOME MAINT WORKER 2,2015-12-03,2015-12-03,False,2015,False,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17899,2016,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2015-12-03,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17901,2016,"Human Services, Department of",Eldora Training School,Involuntary Dismissal,Probationary (Merit),014,19.0,YOUTH SERVICES WORKER,2015-12-03,2015-12-03,False,2015,False,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17902,2016,"Human Services, Department of",Glenwood,Retirement,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2015-12-03,2015-12-03,False,2015,False,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17903,2016,"State Public Defender, Office of",Field Operations,Voluntary Resignation,Permanent (Nonmerit),014,34.0,APPELLATE DEFENDER 2,2015-12-03,2015-12-03,False,2015,False,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17905,2016,IPERS,Field Operations,Voluntary Resignation,Permanent (Merit),014,21.0,INFO SPECIALIST 1,2015-12-03,2015-12-03,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17906,2016,Agriculture and Land Stewardship,Field Operations,Voluntary Resignation,Permanent (Merit),014,26.0,ACCOUNTANT 2,2015-12-04,2015-12-17,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17907,2016,"Corrections, Department of",Anamosa,Involuntary Dismissal,Probationary (Merit),014,23.0,CORRECTIONAL OFFICER,2015-12-04,2015-12-17,False,2015,False,Involuntary,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17908,2016,"Corrections, Department of",Oakdale,Death,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2015-12-04,2015-12-17,False,2015,False,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17909,2016,"Corrections, Department of",Mt Pleasant,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2015-12-04,2015-12-17,False,2015,False,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17910,2016,"Cultural Affairs, Department of",Field Operations,Retirement,Permanent (Merit),014,28.0,HISTORICAL PROGRAM SPECIALIST,2015-12-04,2015-12-17,False,2015,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17911,2016,"Human Services, Department of",Independence,Retirement,Permanent (Merit),014,26.0,BUDGET ANALYST 2,2015-12-04,2015-12-17,False,2015,False,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17912,2016,"Veterans Affairs, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,16.0,MAINTENANCE WORKER 2,2015-12-08,2015-12-17,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17913,2016,Iowa Veterans Home,Field Operations,Retirement,Permanent (Merit),014,15.0,TYPIST-ADVANCED,2015-12-08,2015-12-17,False,2015,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17914,2016,"Human Services, Department of",Woodward,Voluntary Resignation,Permanent (Merit),014,16.0,DRIVER,2015-12-09,2015-12-17,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17916,2016,"Human Services, Department of",Woodward,Involuntary Dismissal,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2015-12-10,2015-12-17,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17915,2016,"Human Services, Department of",Woodward,Voluntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2015-12-10,2015-12-17,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17917,2016,"State Public Defender, Office of",Field Operations,Retirement,Permanent (Nonmerit),014,38.0,PUBLIC DEFENDER 3,2015-12-10,2015-12-17,False,2015,False,Voluntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17918,2016,Iowa Veterans Home,Field Operations,Retirement,Permanent (Nonmerit),000,38.0,PUBLIC SERVICE EXECUTIVE 4,2015-12-10,2015-12-17,False,2015,False,Voluntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17919,2016,"Aging, Iowa Department on",Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,35.0,PUBLIC SERVICE EXECUTIVE 3,2015-12-11,2015-12-17,False,2015,False,Involuntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17921,2016,"Natural Resources, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,27.0,ENVIRONMENTAL SPECIALIST,2015-12-11,2015-12-17,False,2015,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17922,2016,Treasurer of State,Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,24.0,ADMIN ASSISTANT 2,2015-12-11,2015-12-17,False,2015,False,Involuntary,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17923,2016,Iowa Veterans Home,Field Operations,Voluntary Resignation,Probationary (Merit),014,26.0,LICENSED PRACTICAL NURSE,2015-12-11,2015-12-17,False,2015,False,Involuntary,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17924,2016,"Human Services, Department of",Independence,Voluntary Resignation,Probationary (Merit),014,30.0,REGISTERED NURSE,2015-12-13,2015-12-17,False,2015,False,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17925,2016,"Human Services, Department of",Glenwood,Involuntary Dismissal,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2015-12-14,2015-12-17,False,2015,False,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17926,2016,"Human Services, Department of",Glenwood,Voluntary Resignation,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2015-12-15,2015-12-17,False,2015,False,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17927,2016,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,26.0,LICENSED PRACTICAL NURSE,2015-12-15,2015-12-17,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17928,2016,Agriculture and Land Stewardship,Field Operations,Retirement,Permanent (Merit),014,21.0,ADMIN ASSISTANT 1,2015-12-17,2015-12-17,False,2015,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17929,2016,"Corrections, Department of",Mitchellville,Involuntary Dismissal,Permanent (Merit),014,20.0,NURSING UNIT COORDINATOR,2015-12-17,2015-12-17,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17930,2016,"Corrections, Department of",Mitchellville,Involuntary Dismissal,Probationary (Merit),014,23.0,CORRECTIONAL OFFICER,2015-12-17,2015-12-17,False,2015,False,Involuntary,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17931,2016,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),009,24.0,INCOME MAINT WORKER 2,2015-12-17,2015-12-17,False,2015,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17932,2016,"Human Services, Department of",Cherokee CCUSO,Voluntary Resignation,Permanent (Merit),014,23.0,PSYCHIATRIC SECURITY SPECIALIST,2015-12-17,2015-12-17,False,2015,False,Involuntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17933,2016,"Human Services, Department of",Cherokee,Involuntary Dismissal,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2015-12-17,2015-12-17,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17934,2016,"Inspections & Appeals, Department of",Field Operations,Retirement,Permanent (Merit),009,27.0,ENVIRONMENTAL SPECIALIST,2015-12-17,2015-12-17,False,2015,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17936,2016,"Natural Resources, Department of",Field Operations,Retirement,Permanent (Merit),017,28.0,CONSERVATION OFFICER,2015-12-17,2015-12-17,False,2015,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17935,2016,"Natural Resources, Department of",Field Operations,Retirement,Permanent (Merit),017,28.0,CONSERVATION OFFICER,2015-12-17,2015-12-17,False,2015,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17937,2016,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,26.0,LICENSED PRACTICAL NURSE,2015-12-17,2015-12-17,False,2015,False,Involuntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17938,2016,"Commerce, Department of",Insurance Division,Voluntary Resignation,Permanent (Merit),014,29.0,COMPLIANCE OFFICER 1,2015-12-18,2015-12-31,False,2015,False,Involuntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17941,2016,"Corrections, Department of",Mt Pleasant,Retirement,Permanent (Merit),000,29.0,CORRECTIONAL SUPERVISOR 2,2015-12-18,2015-12-31,False,2015,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17939,2016,"Corrections, Department of",Mt Pleasant,Retirement,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2015-12-18,2015-12-31,False,2015,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17940,2016,"Corrections, Department of",Mt Pleasant,Retirement,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2015-12-18,2015-12-31,False,2015,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
